home,away,home_slug,away_slug,home_goals,away_goals,result,date,season,club_goals_home,club_tacklesWon_home,club_blocks_home,club_totalPasses_home,tps_p_goals_home,tps_p_assists_home,tps_p_totalPasses_home,tps_p_cleanSheets_home,ply_sum_rank_home,ply_sum_value_home,ply_mean_rank_home,ply_mean_value_home,mv_Rank_home,mv_ValueAug1EUR_home,mv_CurrentValueEUR_home,mv_ChangePct_home,mv_Arrivals_home,mv_Departures_home,mvply_sum_home,mvply_mean_home,mvply_count_home,mgr_TenureDays_home,prev_rank_home,prev_pts_home,trf_arrivals_home,trf_spend_in_home,trf_departures_home,trf_spend_out_home,trf_net_spend_home,club_goals_away,club_tacklesWon_away,club_blocks_away,club_totalPasses_away,tps_p_goals_away,tps_p_assists_away,tps_p_totalPasses_away,tps_p_cleanSheets_away,ply_sum_rank_away,ply_sum_value_away,ply_mean_rank_away,ply_mean_value_away,mv_Rank_away,mv_ValueAug1EUR_away,mv_CurrentValueEUR_away,mv_ChangePct_away,mv_Arrivals_away,mv_Departures_away,mvply_sum_away,mvply_mean_away,mvply_count_away,mgr_TenureDays_away,prev_rank_away,prev_pts_away,trf_arrivals_away,trf_spend_in_away,trf_departures_away,trf_spend_out_away,trf_net_spend_away,y3,goal_diff
Southampton,Chelsea,southampton,chelsea,1.0,4.0,A,2019-10-06,2019-2020,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-3.0
Newcastle,Man United,newcastle,man united,1.0,0.0,H,2019-10-06,2019-2020,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Everton,West Ham,everton,west ham,2.0,0.0,H,2019-10-19,2019-2020,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Aston Villa,Brighton,aston villa,brighton,2.0,1.0,H,2019-10-19,2019-2020,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Bournemouth,Norwich,bournemouth,norwich,0.0,0.0,D,2019-10-19,2019-2020,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Chelsea,Newcastle,chelsea,newcastle,1.0,0.0,H,2019-10-19,2019-2020,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Leicester,Burnley,leicester,burnley,2.0,1.0,H,2019-10-19,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,1.0
Tottenham,Watford,tottenham,watford,1.0,1.0,D,2019-10-19,2019-2020,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Wolves,Southampton,wolverhampton wanderers,southampton,1.0,1.0,D,2019-10-19,2019-2020,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,1.0,0.0
Crystal Palace,Man City,crystal palace,manchester city,0.0,2.0,A,2019-10-19,2019-2020,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,2.0,-2.0
Man United,Liverpool,man united,liverpool,1.0,1.0,D,2019-10-20,2019-2020,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,1.0,0.0
Sheffield United,Arsenal,sheffield united,arsenal,1.0,0.0,H,2019-10-21,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,0.0,1.0
Southampton,Leicester,southampton,leicester,0.0,9.0,A,2019-10-25,2019-2020,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-9.0
Man City,Aston Villa,manchester city,aston villa,3.0,0.0,H,2019-10-26,2019-2020,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,3.0
Brighton,Everton,brighton,everton,3.0,2.0,H,2019-10-26,2019-2020,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,1.0
Watford,Bournemouth,watford,bournemouth,0.0,0.0,D,2019-10-26,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,1.0,0.0
West Ham,Sheffield United,west ham,sheffield united,1.0,1.0,D,2019-10-26,2019-2020,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Burnley,Chelsea,burnley,chelsea,2.0,4.0,A,2019-10-26,2019-2020,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-2.0
Newcastle,Wolves,newcastle,wolverhampton wanderers,1.0,1.0,D,2019-10-27,2019-2020,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,1.0,0.0
Arsenal,Crystal Palace,arsenal,crystal palace,2.0,2.0,D,2019-10-27,2019-2020,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,1.0,0.0
Liverpool,Tottenham,liverpool,tottenham,2.0,1.0,H,2019-10-27,2019-2020,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Norwich,Man United,norwich,man united,1.0,3.0,A,2019-10-27,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Bournemouth,Man United,bournemouth,man united,1.0,0.0,H,2019-11-02,2019-2020,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Arsenal,Wolves,arsenal,wolverhampton wanderers,1.0,1.0,D,2019-11-02,2019-2020,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,1.0,0.0
Aston Villa,Liverpool,aston villa,liverpool,1.0,2.0,A,2019-11-02,2019-2020,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,2.0,-1.0
Brighton,Norwich,brighton,norwich,2.0,0.0,H,2019-11-02,2019-2020,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Man City,Southampton,manchester city,southampton,2.0,1.0,H,2019-11-02,2019-2020,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,1.0
Sheffield United,Burnley,sheffield united,burnley,3.0,0.0,H,2019-11-02,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,3.0
West Ham,Newcastle,west ham,newcastle,2.0,3.0,A,2019-11-02,2019-2020,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Watford,Chelsea,watford,chelsea,1.0,2.0,A,2019-11-02,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-1.0
Crystal Palace,Leicester,crystal palace,leicester,0.0,2.0,A,2019-11-03,2019-2020,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Everton,Tottenham,everton,tottenham,1.0,1.0,D,2019-11-03,2019-2020,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Norwich,Watford,norwich,watford,0.0,2.0,A,2019-11-08,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Chelsea,Crystal Palace,chelsea,crystal palace,2.0,0.0,H,2019-11-09,2019-2020,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,0.0,2.0
Burnley,West Ham,burnley,west ham,3.0,0.0,H,2019-11-09,2019-2020,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
Newcastle,Bournemouth,newcastle,bournemouth,2.0,1.0,H,2019-11-09,2019-2020,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,1.0
Southampton,Everton,southampton,everton,1.0,2.0,A,2019-11-09,2019-2020,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,2.0,-1.0
Tottenham,Sheffield United,tottenham,sheffield united,1.0,1.0,D,2019-11-09,2019-2020,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Leicester,Arsenal,leicester,arsenal,2.0,0.0,H,2019-11-09,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,0.0,2.0
Man United,Brighton,man united,brighton,3.0,1.0,H,2019-11-10,2019-2020,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Wolves,Aston Villa,wolverhampton wanderers,aston villa,2.0,1.0,H,2019-11-10,2019-2020,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,1.0
Liverpool,Man City,liverpool,manchester city,3.0,1.0,H,2019-11-10,2019-2020,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,0.0,2.0
West Ham,Tottenham,west ham,tottenham,2.0,3.0,A,2019-11-23,2019-2020,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Arsenal,Southampton,arsenal,southampton,2.0,2.0,D,2019-11-23,2019-2020,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,1.0,0.0
Bournemouth,Wolves,bournemouth,wolverhampton wanderers,1.0,2.0,A,2019-11-23,2019-2020,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,2.0,-1.0
Brighton,Leicester,brighton,leicester,0.0,2.0,A,2019-11-23,2019-2020,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Crystal Palace,Liverpool,crystal palace,liverpool,1.0,2.0,A,2019-11-23,2019-2020,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,2.0,-1.0
Everton,Norwich,everton,norwich,0.0,2.0,A,2019-11-23,2019-2020,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Watford,Burnley,watford,burnley,0.0,3.0,A,2019-11-23,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,2.0,-3.0
Man City,Chelsea,manchester city,chelsea,2.0,1.0,H,2019-11-23,2019-2020,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,0.0,1.0
Sheffield United,Man United,sheffield united,man united,3.0,3.0,D,2019-11-24,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Aston Villa,Newcastle,aston villa,newcastle,2.0,0.0,H,2019-11-25,2019-2020,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Newcastle,Man City,newcastle,manchester city,2.0,2.0,D,2019-11-30,2019-2020,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,1.0,0.0
Burnley,Crystal Palace,burnley,crystal palace,0.0,2.0,A,2019-11-30,2019-2020,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,2.0,-2.0
Chelsea,West Ham,chelsea,west ham,0.0,1.0,A,2019-11-30,2019-2020,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Liverpool,Brighton,liverpool,brighton,2.0,1.0,H,2019-11-30,2019-2020,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Tottenham,Bournemouth,tottenham,bournemouth,3.0,2.0,H,2019-11-30,2019-2020,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,1.0
Southampton,Watford,southampton,watford,2.0,1.0,H,2019-11-30,2019-2020,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Norwich,Arsenal,norwich,arsenal,2.0,2.0,D,2019-12-01,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,1.0,0.0
Wolves,Sheffield United,wolverhampton wanderers,sheffield united,1.0,1.0,D,2019-12-01,2019-2020,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Leicester,Everton,leicester,everton,2.0,1.0,H,2019-12-01,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,1.0
Man United,Aston Villa,man united,aston villa,2.0,2.0,D,2019-12-01,2019-2020,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,1.0,0.0
Crystal Palace,Bournemouth,crystal palace,bournemouth,1.0,0.0,H,2019-12-03,2019-2020,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,1.0
Burnley,Man City,burnley,manchester city,1.0,4.0,A,2019-12-03,2019-2020,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,2.0,-3.0
Chelsea,Aston Villa,chelsea,aston villa,2.0,1.0,H,2019-12-04,2019-2020,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,1.0
Leicester,Watford,leicester,watford,2.0,0.0,H,2019-12-04,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Man United,Tottenham,man united,tottenham,2.0,1.0,H,2019-12-04,2019-2020,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Southampton,Norwich,southampton,norwich,2.0,1.0,H,2019-12-04,2019-2020,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Wolves,West Ham,wolverhampton wanderers,west ham,2.0,0.0,H,2019-12-04,2019-2020,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Liverpool,Everton,liverpool,everton,5.0,2.0,H,2019-12-04,2019-2020,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,3.0
Sheffield United,Newcastle,sheffield united,newcastle,0.0,2.0,A,2019-12-05,2019-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
